minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Daffy Duck,0.6426753116840088,30.18470191834007,13.816598701662876,30.978368250139138,5.548667514616094,17.13583873178903,13.714699916285133,29.692081060713488
24,Sylvester,0.6254845486422235,32.698606715547015,14.781279047197454,35.175170364221486,9.216388391517729,18.026582708953583,13.390682793077314,29.01531785371918
24,Marvin the Martian,0.6058223667357397,33.926340241327175,13.88496561810267,35.03308492494561,6.060134819952884,24.000061336817392,10.536610455640778,21.560021960962754
24,Road Runner,0.6116626477662676,27.205217645527547,13.052634610288868,34.807037177360215,5.805696347126249,24.811845813316,8.80110939774562,18.711081447166304
24,Foghorn Leghorn,0.6185752150183781,30.485661686804583,16.230490692911125,37.69512024263192,3.900654466276796,19.144921537593184,13.51031769621683,29.915480295650976
24,Bugs Bunny,0.6407270373883869,31.414532150133986,15.93313119758113,31.234510438305627,5.107877704912325,15.972356856566273,10.829622196285055,25.505043831366958
24,Elmer Fudd,0.6280954762280923,28.175226519964774,16.486713588833688,35.85281253875522,6.531858010620173,20.470293581314294,20.016489968379297,36.53400383674473
24,Lola Bunny,0.6349365715855948,30.798264806890195,13.399691532038002,39.07983962433145,5.142991251551459,23.55047185031497,21.287808219130326,41.03679269599536
24,Porky Pig,0.6142999163668061,31.411345324153846,14.760097999211386,35.181870058900245,7.361241252530993,19.50395037306135,13.552589558822335,28.04282963037384
24,Tasmanian Devil,0.6030379245826442,28.10546050939416,16.582635824721297,36.31447808311718,4.520519890078762,20.3761551996779,6.892732827149567,17.669519810791517
24,Gossamer,0.6202763309991611,29.96980930177995,15.2275150119007,32.55427756870617,3.2699040706307363,13.41556854002067,12.60603254024073,29.89222042334367
24,Granny,0.6104283506398531,27.842814596701956,15.202814979169974,38.25155776065418,3.10320245176866,19.496122224242974,19.10785511757022,37.84893731343277
24,Wile E. Coyote,0.6080781933328293,34.226011604717286,13.112123438378559,38.33524195401428,6.330689215472938,22.30169863371276,15.195622180408956,31.57702853921141
24,Tweety,0.6118795627617831,29.339002736503975,13.353557772728514,36.156237043657875,8.1529978985535,23.07200591622442,10.866934878235272,22.93011196442396
24,Penelope,0.6217674655700991,30.34171242511053,16.36760897568444,27.584181240567432,7.354408462523864,22.39130592669428,12.056620642172138,19.05452128805521
24,Daffy Duck,0.6299130900136043,27.4327884878468,15.409562194495145,37.58174128281194,6.334752678885494,21.76251674918981,16.51832808388416,32.59243100847192
36,Sylvester,0.6119377216774268,31.008998977732748,14.456556740708495,36.979982858642025,8.326209930771663,17.964451622965377,16.473951834845522,33.88110142437634
36,Marvin the Martian,0.6102135076594344,30.399694157658992,14.128247749190493,30.103344150154893,6.7684500392391325,21.432976870554125,13.122864732856605,23.377350896157257
36,Road Runner,0.6230993905813405,28.18262461112213,13.345205525897624,35.37234076327209,3.905674863400593,32.18462610727218,15.034412575249403,24.196820082579816
36,Foghorn Leghorn,0.6115102600785328,29.68771230391657,15.01961835033136,33.71278802081411,4.580925658927223,17.352765841634398,17.005464161221944,33.51357065182883
36,Bugs Bunny,0.6378712028407034,31.95399285833741,16.53713688370762,32.91873336652557,4.349168787064954,18.112375694325227,13.509112903054522,28.652609671519667
36,Elmer Fudd,0.6183135238536506,29.972169466835723,16.784700713438955,33.661878351126724,4.900654529471781,22.1761981007257,16.061665079087344,28.53867319487747
36,Lola Bunny,0.620812499695838,31.65945452082687,12.388603706118952,36.70245451357073,3.1386950944249845,20.496150401377577,15.025468839915975,33.15781560207195
36,Porky Pig,0.6251962380631881,29.495917021892165,16.23274637149267,34.947204762618526,5.4446074701376554,17.77828993700771,16.978014949453346,33.82039338660091
36,Tasmanian Devil,0.6017063165611841,24.13312169700241,15.132088100302145,34.40693012253666,4.9321477474680195,20.0683494725563,10.175901551607796,21.511743620109836
36,Gossamer,0.6279563045373545,30.460893002762933,15.31698594595456,33.02722596500059,7.783010857508513,14.406735203655447,13.217985911611327,29.713902094531473
36,Granny,0.610710537637753,25.506351122815545,13.6546085026985,37.290296630954394,7.56525797771227,22.75100518339653,14.80316342112895,28.808693591599788
36,Wile E. Coyote,0.6084363814355251,34.64749600711557,15.42888491416384,35.65051414531942,5.544560074295603,20.049048261830915,16.479946637302067,32.11780324372917
36,Tweety,0.6034305114199148,24.68966262433388,13.92671393874128,37.28314532199969,8.637929332345074,25.584210894758872,10.312318240564576,19.900113537691016
36,Penelope,0.6188963470689312,28.097804266329742,15.352332501156468,30.90170886821275,6.624978162297821,16.51509875000817,9.827371447161237,21.950872667732103
36,Daffy Duck,0.6110391082580792,30.426297936014457,14.637122066369075,32.732028690969,6.911946082338548,19.818814420176373,14.141516693853411,27.096409840750095
